,propertyCode,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,distance,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has360,hasStaging,externalReference,floor,district,hasLift
320,98667218,700.0,flat,rent,70.0,True,2,1,"Calle Nuevo Guadarrama, 11",Madrid,Guadarrama,es,406.800.109,-40.786.891,True,43166,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Guadarrama', 'title': 'Piso en Calle Nuevo Guadarrama, 11'}",False,False,False,699127BHMA,1,,False
321,93753938,600.0,duplex,rent,89.0,True,2,2,Calle de la Cruz Verde,Madrid,Miraflores de la Sierra,es,408.138.507,-37.658.572,False,44474,False,good,False,7.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Miraflores de la Sierra', 'title': 'Dúplex en Calle de la Cruz Verde'}",False,False,False,RP184202180326,2,,False
322,98904737,700.0,studio,rent,25.0,False,0,1,lavapies,Madrid,Madrid,es,404.105.363,-37.021.362,False,691,False,good,False,28.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Estudio en lavapies'}",False,False,False,DIELAVA33,bj,Centro,False
323,98901592,690.0,flat,rent,60.0,True,2,1,Sevilla la Nueva,Madrid,Sevilla la Nueva,es,403.466.075,-4.033.115,False,29005,False,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Sevilla la Nueva', 'title': 'Piso'}",False,False,False,2131/78,bj,,False
324,98118314,750.0,duplex,rent,114.0,True,3,3,"Paseo de la Pradera, 15",Madrid,Serranillos del Valle,es,402.047.852,-38.838.069,True,28099,False,good,False,7.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Serranillos del Valle', 'title': 'Dúplex en Paseo de la Pradera, 15'}",False,False,False,pradera,1,,False
325,35287286,700.0,studio,rent,51.0,True,0,1,Cutanga,Madrid,Madrid,es,404.731.048,-36.359.512,False,8471,True,good,False,14.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Pinar del Rey, Madrid', 'title': 'Estudio en Cutanga'}",False,False,False,,bj,Hortaleza,False
326,97798535,670.0,flat,rent,61.0,True,1,1,Isla de Lobeira,Madrid,Collado Villalba,es,406.206.783,-40.207.422,False,35136,False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Parque de la Coruña - Las Suertes, Collado Villalba', 'title': 'Piso en Isla de Lobeira'}",False,False,False,8057-VI-104-000-000-00H,bj,Parque de la Coruña - Las Suertes,True
327,98854256,750.0,flat,rent,80.0,True,2,1,Hierro,Madrid,Valdemoro,es,401.929.115,-36.657.067,False,25085,False,good,False,9.0,{'typology': 'flat'},"{'subtitle': 'Zona Estación, Valdemoro', 'title': 'Piso en Hierro'}",False,False,False,,4,Zona Estación,True
328,98136984,740.0,studio,rent,33.0,True,0,1,Pedroñeras,Madrid,Madrid,es,404.667.197,-36.300.929,False,8322,False,good,False,22.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Canillas, Madrid', 'title': 'Estudio en Pedroñeras'}",False,False,False,MG22/043/10,bj,Hortaleza,True
329,98893239,750.0,flat,rent,110.0,True,4,2,Río Guadiana,Madrid,Colmenar Viejo,es,40.662.446,-377.434,False,27976,False,good,False,7.0,{'typology': 'flat'},"{'subtitle': 'El Mirador, Colmenar Viejo', 'title': 'Piso en Río Guadiana'}",False,False,False,2167,1,El Mirador,False
330,98894686,750.0,flat,rent,62.0,True,2,1,barrio Portazgo,Madrid,Madrid,es,403.877.769,-3.647.613,False,5703,False,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Portazgo, Madrid', 'title': 'Piso'}",True,False,False,,3,Puente de Vallecas,False
331,95671517,750.0,studio,rent,70.0,True,0,1,"Avenida Matapiñonera, 11",Madrid,San Sebastián de los Reyes,es,405.474.992,-36.169.124,True,16273,True,good,False,11.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Pol. Industrial sur, San Sebastián de los Reyes', 'title': 'Estudio en Avenida Matapiñonera, 11'}",False,False,False,ALQLFM09,bj,Pol. Industrial sur,True
332,95511383,650.0,studio,rent,28.0,True,0,1,Calle de Federico Gutiérrez,Madrid,Madrid,es,40.437.054,-36.453.254,False,5399,False,good,False,23.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Quintana, Madrid', 'title': 'Estudio en Calle de Federico Gutiérrez'}",False,False,False,DC_85_22,bj,Ciudad Lineal,False
333,98911067,625.0,flat,rent,51.0,True,1,1,Avenida de Atenas,Madrid,Arganda,es,402.983.085,-34.522.637,False,25010,True,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Centro, Arganda', 'title': 'Piso en Avenida de Atenas'}",False,False,False,10996,2,Centro,True
334,98879941,700.0,flat,rent,35.0,True,1,1,Avenida de Menéndez Pelayo,Madrid,Madrid,es,404.125.396,-36.770.413,False,2266,True,good,False,20.0,{'typology': 'flat'},"{'subtitle': 'Jerónimos, Madrid', 'title': 'Piso en Avenida de Menéndez Pelayo'}",False,False,False,,bj,Retiro,True
335,84524724,750.0,flat,rent,95.0,True,2,2,Calle Praofuentes,Madrid,Colmenarejo,es,405.585.061,-40.155.657,False,30759,False,good,False,8.0,{'typology': 'flat'},"{'subtitle': 'Colmenarejo', 'title': 'Piso en Calle Praofuentes'}",False,False,False,147-RUAL,1,,False
336,90390156,600.0,studio,rent,25.0,False,0,1,Calle San Basilio,Madrid,Madrid,es,403.824.905,-37.062.754,False,3812,True,good,False,24.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Pradolongo, Madrid', 'title': 'Estudio en Calle San Basilio'}",False,False,False,J-SB-9,bj,Usera,False
337,98664775,750.0,flat,rent,89.0,True,2,2,Calle Fuenlabrada,Madrid,Getafe,es,403.035.699,-37.358.627,False,12878,True,good,False,8.0,{'typology': 'flat'},"{'subtitle': 'San Isidro, Getafe', 'title': 'Piso en Calle Fuenlabrada'}",False,False,False,,2,San Isidro,True
338,98653816,700.0,flat,rent,55.0,True,1,1,Negrillos,Madrid,Valdemorillo,es,404.988.499,-40.658.113,False,32004,True,good,False,13.0,{'typology': 'flat'},"{'subtitle': 'Valdemorillo pueblo, Valdemorillo', 'title': 'Piso en Negrillos'}",False,False,False,Negrillo_Valdemorillo,1,Valdemorillo pueblo,True
339,97580901,750.0,flat,rent,90.0,True,3,2,Campo Real,Madrid,Campo Real,es,403.387.599,-33.797.774,False,28736,False,good,False,8.0,{'typology': 'flat'},"{'subtitle': 'Campo Real', 'title': 'Piso'}",False,False,False,JARR22-28,2,,True
340,35767315,750.0,flat,rent,48.0,True,2,1,Calle de Sarria,Madrid,Madrid,es,404.774.266,-37.156.078,False,6832,False,good,False,16.0,{'typology': 'flat'},"{'subtitle': 'Pilar, Madrid', 'title': 'Piso en Calle de Sarria'}",False,False,False,05.158.008  sarria,2,Fuencarral,True
341,98639216,625.0,flat,rent,57.0,True,2,1,de las flores,Madrid,Aranjuez,es,400.318.018,-36.022.527,False,43647,False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Centro, Aranjuez', 'title': 'Piso en de las flores'}",False,False,False,1927,bj,Centro,False
342,98805161,750.0,flat,rent,46.0,True,1,1,Centro Urbano,Madrid,San Sebastián de los Reyes,es,405.503.337,-36.291.068,False,16127,False,good,False,16.0,{'typology': 'flat'},"{'subtitle': 'Centro Urbano, San Sebastián de los Reyes', 'title': 'Piso'}",True,False,False,CSP,1,Centro Urbano,False
343,98722781,695.0,flat,rent,59.0,True,1,1,"Calle de Berrocal, 52",Madrid,Madrid,es,403.422.534,-36.759.117,True,8595,False,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Butarque, Madrid', 'title': 'Piso en Calle de Berrocal, 52'}",False,False,False,2200/22000642/0000237,4,Villaverde,True
344,98759085,450.0,flat,rent,40.0,True,1,1,Calle de la iglesia,Madrid,Robledo de Chavela,es,404.998.294,-42.391.831,False,46273,True,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Robledo de Chavela', 'title': 'Piso en Calle de la iglesia'}",False,False,False,,1,,False
345,98919111,720.0,flat,rent,58.0,True,2,1,Calle malaga,Madrid,Alcorcón,es,403.413.409,-38.274.861,False,13451,True,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Casco Antiguo, Alcorcón', 'title': 'Piso en Calle malaga'}",False,False,False,M-A2822,bj,Centro,False
346,92977757,745.0,flat,rent,73.0,True,2,1,Calle de Honduras,Madrid,Alcalá de Henares,es,405.052.934,-33.833.502,False,28800,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Las Sedas - El Olivar, Alcalá de Henares', 'title': 'Piso en Calle de Honduras'}",False,False,False,AHE01 2D,2,Las Sedas - El Olivar,True
347,94308898,720.0,flat,rent,69.6,True,2,1,Calle de Honduras,Madrid,Alcalá de Henares,es,405.061.525,-33.859.746,False,28624,False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Las Sedas - El Olivar, Alcalá de Henares', 'title': 'Piso en Calle de Honduras'}",False,False,False,AHE02 2D,2,Las Sedas - El Olivar,True
348,29124965,750.0,flat,rent,55.0,True,2,1,Calle Isidro Fernandez,Madrid,Madrid,es,404.829.488,-36.891.281,False,7462,False,good,False,14.0,{'typology': 'flat'},"{'subtitle': 'Tres Olivos - Valverde, Madrid', 'title': 'Piso en Calle Isidro Fernandez'}",False,False,False,448,1,Fuencarral,False
349,730460,720.0,studio,rent,48.0,True,0,1,"Calle Hernández Iglesias, 9",Madrid,Madrid,es,40.442.797,-36.437.942,True,5808,False,good,False,15.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Concepción, Madrid', 'title': 'Estudio en Calle Hernández Iglesias, 9'}",False,False,False,,1,Ciudad Lineal,True
350,98457076,725.0,studio,rent,44.0,False,0,1,"Calle de Churruca, 2",Madrid,Madrid,es,404.267.756,-37.007.304,True,1140,False,good,False,16.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Chueca-Justicia, Madrid', 'title': 'Estudio en Calle de Churruca, 2'}",False,False,False,,8,Centro,True
351,92564685,750.0,flat,rent,80.0,False,2,1,"Calle de Berrocal, 3",Madrid,Madrid,es,403.474.728,-36.770.211,True,8011,False,good,False,9.0,{'typology': 'flat'},"{'subtitle': 'Butarque, Madrid', 'title': 'Piso en Calle de Berrocal, 3'}",False,False,False,,5,Villaverde,True
352,95525559,550.0,flat,rent,86.0,True,2,1,Calle Malacuera,Madrid,Torrelaguna,es,408.244.476,-35.374.048,False,47448,False,good,False,6.0,{'typology': 'flat'},"{'subtitle': 'Torrelaguna', 'title': 'Piso en Calle Malacuera'}",False,False,False,,1,,True
353,98815692,640.0,flat,rent,69.0,True,2,1,"Calle Gonzalo de Berceo, 16",Madrid,Villalbilla,es,404.371.512,-33.579.945,True,29311,False,good,False,9.0,{'typology': 'flat'},"{'subtitle': 'Villalbilla', 'title': 'Piso en Calle Gonzalo de Berceo, 16'}",False,False,False,2806/28060001/00000281,2,,True
354,97765107,700.0,flat,rent,54.0,True,1,1,Calle Núñez de Balboa,Madrid,Getafe,es,403.139.255,-37.303.869,False,11656,True,good,False,13.0,{'typology': 'flat'},"{'subtitle': 'Getafe Centro, Getafe', 'title': 'Piso en Calle Núñez de Balboa'}",True,True,False,CH-95178-0001,1,Getafe Centro,True
355,98620594,700.0,flat,rent,59.0,True,1,1,"Calle de las Trompas, 40",Madrid,Madrid,es,403.727.138,-3.770.851,True,7529,False,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Pau de Carabanchel, Madrid', 'title': 'Piso en Calle de las Trompas, 40'}",False,False,False,,6,Carabanchel,True
356,98791417,700.0,flat,rent,75.0,True,2,1,"Calle Alonso Sánchez, 6",Madrid,Alcalá de Henares,es,404.909.687,-33.579.488,True,30359,False,good,False,9.0,{'typology': 'flat'},"{'subtitle': 'Pryconsa - Poligono Europa, Alcalá de Henares', 'title': 'Piso en Calle Alonso Sánchez, 6'}",False,False,False,,1,Pryconsa - Poligono Europa,False
357,88490656,695.0,flat,rent,62.0,False,2,1,"Calle de Isabel Rosillo, 11",Madrid,Alcobendas,es,405.430.027,-36.356.712,True,15162,False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Piso en Calle de Isabel Rosillo, 11'}",False,False,False,,3,Alcobendas Centro,False
