,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,showAddress,distance,status,newDevelopment,hasStaging,floor,hasLift,parkingSpace,priceByArea_knn,price_robust,rooms_robust,bathrooms_robust,priceByArea_knn_robust,price_min_max,rooms_min_max,bathrooms_min_max,priceByArea_knn_min_max,price_stan,rooms_stan,bathrooms_stan,priceByArea_knn_stan
0,550.0,568.2979376266723,577.7966101694915,87.0,False,2,2,574.180035627876,577.7966101694915,580.95586100572,577.7966101694915,False,36290.5,576.935106078448,586.5594086137633,586.5594086137633,564.2770683906851,591.6938191036072,577.7966101694915,7.0,0.0,0.0,0.0,0.0,0.5121951219512196,0.3333333333333333,0.5,0.5,-0.2605477528506561,-0.3095103817997671,0.6437263095787179,0.3110748157836449
1,450.0,568.2979376266723,577.7966101694915,89.0,False,2,1,561.1691881915762,577.7966101694915,561.1691881915762,577.7966101694915,False,47186.0,576.935106078448,559.9560123328359,559.9560123328359,564.2770683906851,561.1691881915762,577.7966101694915,5.0,-0.6666666666666666,0.0,-1.0,-1.3333333333333333,0.2682926829268294,0.3333333333333333,0.0,0.25,-1.2273601690889402,-0.3095103817997671,-1.082630611564208,-0.9191966981931091
2,450.0,568.2979376266723,577.7966101694915,60.0,True,2,1,561.1691881915762,577.7966101694915,566.7610781713009,577.7966101694915,False,38237.0,576.935106078448,559.9560123328359,559.9560123328359,556.5302934511931,564.1505170714801,577.7966101694915,8.0,-0.6666666666666666,0.0,-1.0,0.6666666666666666,0.2682926829268294,0.3333333333333333,0.0,0.625,-1.2273601690889402,-0.3095103817997671,-1.082630611564208,0.9262105727720219
3,550.0,568.2979376266723,577.7966101694915,90.0,True,3,1,574.180035627876,577.7966101694915,573.8536314163254,577.7966101694915,False,35627.0,576.935106078448,559.9560123328359,559.9560123328359,564.2770683906851,564.1505170714801,577.7966101694915,6.0,0.0,1.0,-1.0,-0.6666666666666666,0.5121951219512196,0.6666666666666667,0.0,0.375,-0.2605477528506561,0.9948547986421095,-1.082630611564208,-0.30406094120473215
4,550.0,568.2979376266723,577.7966101694915,87.0,True,2,2,574.180035627876,577.7966101694915,580.95586100572,577.7966101694915,False,36290.5,576.935106078448,586.5594086137633,586.5594086137633,564.2770683906851,591.6938191036072,577.7966101694915,7.0,0.0,0.0,0.0,0.0,0.5121951219512196,0.3333333333333333,0.5,0.5,-0.2605477528506561,-0.3095103817997671,0.6437263095787179,0.3110748157836449
5,750.0,568.2979376266723,577.7966101694915,95.0,True,3,2,600.2017305004755,577.7966101694915,597.2746478424158,577.7966101694915,True,34444.0,579.8465553000605,586.5594086137633,586.5594086137633,596.5645391791957,591.6938191036072,577.7966101694915,6.290909090909091,1.3333333333333333,1.0,0.0,-0.47272727272727266,1.0,0.6666666666666667,0.5,0.4113636363636364,1.673077079625912,0.9948547986421095,0.6437263095787179,-0.12511235735356788
6,730.0,568.2979376266723,577.7966101694915,98.0,True,3,2,597.5995610132156,577.7966101694915,607.1779656012048,577.7966101694915,False,35011.0,576.935106078448,586.5594086137633,586.5594086137633,564.2770683906851,591.6938191036072,577.7966101694915,7.0,1.2,1.0,0.0,0.0,0.951219512195122,0.6666666666666667,0.5,0.5,1.4797145963782552,0.9948547986421095,0.6437263095787179,0.3110748157836449
7,530.0,568.2979376266723,577.7966101694915,50.0,True,2,1,571.577866140616,577.7966101694915,565.2648519401155,577.7966101694915,False,36223.0,576.935106078448,586.5594086137633,586.5594086137633,556.5302934511931,564.1505170714801,577.7966101694915,11.0,-0.13333333333333333,0.0,-1.0,2.6666666666666665,0.46341463414634154,0.3333333333333333,0.0,1.0,-0.45391023609831294,-0.3095103817997671,-1.082630611564208,2.771617843737153
8,650.0,568.2979376266723,577.7966101694915,70.0,True,2,1,588.0387379063741,577.7966101694915,588.0387379063741,577.7966101694915,False,35607.0,576.935106078448,586.5594086137633,586.5594086137633,556.5302934511931,564.1505170714801,577.7966101694915,9.0,0.6666666666666666,0.0,-1.0,1.3333333333333333,0.7560975609756099,0.3333333333333333,0.0,0.75,0.706264663387628,-0.3095103817997671,-1.082630611564208,1.5413463297603989
9,650.0,568.2979376266723,577.7966101694915,70.0,True,2,1,588.0387379063741,577.7966101694915,588.0387379063741,577.7966101694915,False,36358.0,576.935106078448,586.5594086137633,586.5594086137633,556.5302934511931,564.1505170714801,577.7966101694915,9.0,0.6666666666666666,0.0,-1.0,1.3333333333333333,0.7560975609756099,0.3333333333333333,0.0,0.75,0.706264663387628,-0.3095103817997671,-1.082630611564208,1.5413463297603989
10,675.0,568.2979376266723,577.7966101694915,84.0,True,2,2,591.5850145288863,577.7966101694915,607.1779656012048,577.7966101694915,False,31698.0,576.935106078448,586.5594086137633,586.5594086137633,564.2770683906851,591.6938191036072,577.7966101694915,8.0,0.8333333333333334,0.0,0.0,0.6666666666666666,0.8170731707317073,0.3333333333333333,0.5,0.625,0.9479677674471989,-0.3095103817997671,0.6437263095787179,0.9262105727720219
11,650.0,568.2979376266723,577.7966101694915,84.0,True,2,1,587.1908830641758,577.7966101694915,581.226262665414,577.7966101694915,False,39064.0,576.935106078448,586.5594086137633,586.5594086137633,556.5302934511931,591.6938191036072,577.7966101694915,8.0,0.6666666666666666,0.0,-1.0,0.6666666666666666,0.7560975609756099,0.3333333333333333,0.0,0.625,0.706264663387628,-0.3095103817997671,-1.082630611564208,0.9262105727720219
12,500.0,570.9285783265117,577.7966101694915,96.0,True,3,2,567.6746119097261,577.7966101694915,567.6746119097261,577.7966101694915,False,35256.0,576.935106078448,586.5594086137633,586.5594086137633,556.5302934511931,564.1505170714801,577.7966101694915,5.0,-0.3333333333333333,1.0,0.0,-1.3333333333333333,0.3902439024390244,0.6666666666666667,0.5,0.25,-0.7439539609697982,0.9948547986421095,0.6437263095787179,-0.9191966981931091
13,600.0,568.2979376266723,577.7966101694915,85.0,True,2,1,580.6854593460258,577.7966101694915,581.226262665414,577.7966101694915,False,39619.0,576.935106078448,586.5594086137633,586.5594086137633,587.137415379983,591.6938191036072,577.7966101694915,7.0,0.3333333333333333,0.0,-1.0,0.0,0.6341463414634146,0.3333333333333333,0.0,0.5,0.2228584552684859,-0.3095103817997671,-1.082630611564208,0.3110748157836449
14,750.0,568.2979376266723,577.7966101694915,149.0,True,2,2,600.2017305004755,577.7966101694915,597.2746478424158,577.7966101694915,False,31281.0,576.935106078448,586.5594086137633,586.5594086137633,587.137415379983,564.1505170714801,577.7966101694915,5.0,1.3333333333333333,0.0,0.0,-1.3333333333333333,1.0,0.3333333333333333,0.5,0.25,1.673077079625912,-0.3095103817997671,0.6437263095787179,-0.9191966981931091
15,625.0,568.2979376266723,577.7966101694915,89.0,True,2,2,587.6157049876165,577.7966101694915,607.1779656012048,577.7966101694915,False,31530.0,576.935106078448,586.5594086137633,586.5594086137633,582.5762565416342,591.6938191036072,577.7966101694915,7.0,0.5,0.0,0.0,0.0,0.6951219512195123,0.3333333333333333,0.5,0.5,0.46456155932805693,-0.3095103817997671,0.6437263095787179,0.3110748157836449
16,550.0,568.2979376266723,577.7966101694915,100.0,True,3,2,574.180035627876,577.7966101694915,573.8536314163254,577.7966101694915,False,44665.0,576.935106078448,586.5594086137633,586.5594086137633,587.137415379983,591.6938191036072,577.7966101694915,6.0,0.0,1.0,0.0,-0.6666666666666666,0.5121951219512196,0.6666666666666667,0.5,0.375,-0.2605477528506561,0.9948547986421095,0.6437263095787179,-0.30406094120473215
17,500.0,568.2979376266723,577.7966101694915,90.0,True,3,2,567.6746119097261,577.7966101694915,567.2530332850902,577.7966101694915,True,33940.0,576.935106078448,586.5594086137633,586.5594086137633,564.2770683906851,564.1505170714801,577.7966101694915,6.0,-0.3333333333333333,1.0,0.0,-0.6666666666666666,0.3902439024390244,0.6666666666666667,0.5,0.375,-0.7439539609697982,0.9948547986421095,0.6437263095787179,-0.30406094120473215
18,550.0,568.2979376266723,577.7966101694915,106.0,True,2,1,574.180035627876,577.7966101694915,573.8536314163254,577.7966101694915,True,53694.0,579.8465553000605,586.5594086137633,586.5594086137633,596.5645391791957,591.6938191036072,577.7966101694915,6.290909090909091,0.0,0.0,-1.0,-0.47272727272727266,0.5121951219512196,0.3333333333333333,0.0,0.4113636363636364,-0.2605477528506561,-0.3095103817997671,-1.082630611564208,-0.12511235735356788
19,650.0,568.2979376266723,577.7966101694915,81.0,True,2,2,587.1908830641758,577.7966101694915,607.1779656012048,577.7966101694915,False,31476.0,576.935106078448,586.5594086137633,586.5594086137633,556.5302934511931,591.6938191036072,577.7966101694915,8.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.7560975609756099,0.3333333333333333,0.5,0.625,0.706264663387628,-0.3095103817997671,0.6437263095787179,0.9262105727720219
20,550.0,568.2979376266723,577.7966101694915,90.0,True,3,2,574.180035627876,577.7966101694915,573.8536314163254,577.7966101694915,False,44602.0,576.935106078448,586.5594086137633,586.5594086137633,596.5645391791957,564.1505170714801,577.7966101694915,6.0,0.0,1.0,0.0,-0.6666666666666666,0.5121951219512196,0.6666666666666667,0.5,0.375,-0.2605477528506561,0.9948547986421095,0.6437263095787179,-0.30406094120473215
21,550.0,571.4434625434568,577.7966101694915,80.0,True,2,1,574.180035627876,577.7966101694915,567.2530332850902,577.7966101694915,True,33038.0,576.935106078448,586.5594086137633,586.5594086137633,564.2770683906851,564.1505170714801,577.7966101694915,7.0,0.0,0.0,-1.0,0.0,0.5121951219512196,0.3333333333333333,0.0,0.5,-0.2605477528506561,-0.3095103817997671,-1.082630611564208,0.3110748157836449
22,550.0,568.2979376266723,577.7966101694915,70.0,True,2,1,574.180035627876,577.7966101694915,566.7610781713009,577.7966101694915,False,38520.0,576.935106078448,586.5594086137633,586.5594086137633,596.5645391791957,591.6938191036072,577.7966101694915,8.0,0.0,0.0,-1.0,0.6666666666666666,0.5121951219512196,0.3333333333333333,0.0,0.625,-0.2605477528506561,-0.3095103817997671,-1.082630611564208,0.9262105727720219
23,650.0,568.2979376266723,577.7966101694915,87.0,True,2,2,587.6157049876165,577.7966101694915,607.1779656012048,577.7966101694915,False,32197.0,576.935106078448,586.5594086137633,586.5594086137633,582.5762565416342,591.6938191036072,577.7966101694915,7.0,0.6666666666666666,0.0,0.0,0.0,0.7560975609756099,0.3333333333333333,0.5,0.5,0.706264663387628,-0.3095103817997671,0.6437263095787179,0.3110748157836449
24,450.0,568.2979376266723,577.7966101694915,60.0,True,1,1,561.1691881915762,577.7966101694915,567.2530332850902,577.7966101694915,True,33898.0,576.935106078448,586.5594086137633,586.5594086137633,556.5302934511931,591.6938191036072,577.7966101694915,8.0,-0.6666666666666666,-1.0,-1.0,0.6666666666666666,0.2682926829268294,0.0,0.0,0.625,-1.2273601690889402,-1.6138755622416436,-1.082630611564208,0.9262105727720219
25,620.0,568.2979376266723,577.7966101694915,87.0,True,2,2,587.6157049876165,577.7966101694915,607.1779656012048,577.7966101694915,False,31323.0,576.935106078448,586.5594086137633,586.5594086137633,556.5302934511931,591.6938191036072,577.7966101694915,7.0,0.4666666666666667,0.0,0.0,0.0,0.6829268292682927,0.3333333333333333,0.5,0.5,0.4162209385161427,-0.3095103817997671,0.6437263095787179,0.3110748157836449
26,400.0,568.2979376266723,577.7966101694915,55.0,True,1,1,554.6637644734263,577.7966101694915,567.2530332850902,577.7966101694915,True,33991.0,576.935106078448,586.5594086137633,586.5594086137633,556.5302934511931,591.6938191036072,577.7966101694915,7.0,-1.0,-1.0,-1.0,0.0,0.14634146341463417,0.0,0.0,0.5,-1.7107663772080821,-1.6138755622416436,-1.082630611564208,0.3110748157836449
